景点名称;地点;景点级别;热度;口碑;标签;评论
卧龙中华大熊猫苑神树坪基地;汶川 · 耿达镇;#;7.7;2025亚洲100亲子景点;近距离观赏大熊猫,亲近动物;2907条点评
成都欢乐谷;成都 · 华侨城欢乐谷/西南交大;4A;7.7;2025中国100亲子景点;体验惊险刺激的游戏项目,遛娃宝藏地;1.7万条点评
文殊院;成都 · 文殊院/龙湖上城天街;#;7.6;成都亲子景点榜 No.11;历史建筑;1872条点评
剑门关;剑阁;5A;7.6;剑阁必打卡景点榜 No.1;蜀道上的险要关隘,遛娃宝藏地;6834条点评
成都动物园;成都 · 金牛万达/成都动物园;#;7.6;成都必打卡景点榜 No.15;看看金丝猴馆和熊猫馆,亲近动物;1.2万条点评
九寨千古情;九寨沟 · 九寨千古情;#;7.5;阿坝藏族羌族自治州必打卡景点榜 No.6;体验原汁原味的藏羌风情,遛娃宝藏地;1802条点评
成都夜游锦江;成都 · 九眼桥/四川大学附近地区;#;7.5;2025中国100夜游景点;夜游观景;403条点评
《芙蓉国粹》变脸秀;成都 · 天府广场/成都博物馆;#;7.4;2025中国100夜游景点;欣赏精妙的川剧表演,遛娃宝藏地;5949条点评
四川省川剧院;成都 · 天府广场/成都博物馆;#;7.4;成都必打卡景点榜 No.17;各种经典川剧在这里上演,演出;516条点评
四川博物院;成都 · 杜甫草堂/省人民医院;#;7.4;成都必打卡景点榜 No.18;收藏张大千丰富的作品,博物馆;1249条点评
蜀南竹海;长宁 · 蜀南竹海;4A;7.4;2025中国50玩水避暑景点;避暑纳凉;3841条点评
宽窄巷子;成都 · 宽窄巷子/中医学院附近地区;#;7.4;2025中国100夜游景点;老街巷中感受时尚慢生活,城市漫步;1.4万条点评
康定情歌风景区;康定 · 中谷村/木格措;4A;7.4;2025中国50赏秋景点;游山玩水泡天然温泉,登高爬山;5564条点评
绵阳方特东方神画;江油 · 方特东方神画;#;7.4;2025中国100亲子景点;遛娃宝藏地;2.1万条点评
达古冰川风景区;黑水;4A;7.3;阿坝藏族羌族自治州必打卡景点榜 No.7;四季冰川,自然山水;2468条点评
西岭雪山;大邑 · 西岭雪山;4A;7.3;2025中国50滑雪景点;四季各有特色,避暑纳凉;1.0万条点评
自贡方特恐龙王国;自贡 · 方特恐龙王国/恐龙博物馆;#;7.3;2025中国100亲子景点;游乐场;7510条点评
成都极地海洋公园;成都 · 华阳/海昌极地海洋公园;4A;7.3;2025中国100亲子景点;近距离接触海洋极地动物,遛娃宝藏地;3.7万条点评
阆中古城;阆中;5A;7.3;阆中必打卡景点榜 No.1;中国四大古城之一,遛娃宝藏地;5287条点评
成都川剧表演;成都·四川;#;7.3;成都特色体验榜 No.2;#;#
梨园会馆-非遗川剧变脸演出(春熙路太古里店);成都 · 春熙路/太古里商业区;#;7.3;成都亲子景点榜 No.18;演出;938条点评
墨石公园景区;道孚;4A;7.2;甘孜藏族自治州必打卡景点榜 No.3;有因地质形成的灰色石林,自然山水;1152条点评
春熙路;成都 · 春熙路/太古里商业区;#;7.2;成都夜游必打卡景点榜 No.11;成都代表性繁华商业街,遛娃宝藏地;5012条点评
锦里古街;成都 · 锦里/武侯祠附近地区;#;7.2;2025中国100夜游景点;古老繁华的商业街区,城市漫步;1.6万条点评
成都 · 十个勤天2025《等枝桠成繁花》巡回演唱会;成都 · 龙泉驿地区/大运会体育中心;#;7.2;#;演唱会;#
螺髻九十九里温泉瀑布风景区;普格;4A;7.2;2025全球50温泉景点;自然山水;1473条点评
莲宝叶则景区;阿坝县;4A;7.1;阿坝藏族羌族自治州必打卡景点榜 No.8;藏区知名观光旅游胜地之一,遛娃宝藏地;872条点评
瓦屋山风景区;洪雅;4A;7.1;洪雅玩水避暑榜 No.1;宁静祥和的生态景区,避暑纳凉;2869条点评
光雾山旅游景区;南江;5A;7.0;2025中国50赏秋景点;常年云雾缭绕,避暑纳凉;1939条点评
东方佛都;乐山 · 乐山大佛景区;4A;7.0;乐山亲子景点榜 No.1;宏大的佛教艺术宝库,地标观景;1710条点评
青城后山;都江堰 · 青城山后山/泰安古镇地区;5A;7.0;都江堰玩水避暑榜 No.2;山色清幽、飞瀑流泉不绝,避暑纳凉;1995条点评
神仙池风景区;九寨沟;4A;7.0;九寨沟玩水避暑榜 No.1;可在此骑马、漂流,清凉漂流;528条点评
碧峰峡;雅安 · 碧峰峡;5A;6.9;雅安必打卡景点榜 No.1;观赏憨态可掬的大熊猫,避暑纳凉;4886条点评
中国贡嘎山海螺沟;泸定;5A;6.9;甘孜藏族自治州必打卡景点榜 No.4;感受神秘的云海仙境,登高爬山;4026条点评
自贡恐龙博物馆;自贡 · 方特恐龙王国/恐龙博物馆;4A;6.9;#;恐龙化石群遗址,展馆展览;5750条点评
成都citywalk;成都·四川;#;6.9;#;#;#
千佛崖;广元;4A;6.8;广元必打卡景点榜 No.2;佛龛层叠分布，密如蜂巢,历史建筑;1197条点评
金顶索道;峨眉山 · 雷洞坪/金顶;#;6.8;峨眉山风景区亲子景点榜 No.1;舒适平稳，几分钟便可登顶,遛娃宝藏地;1232条点评
螺髻山;普格 · 螺髻山度假区;4A;6.8;凉山必打卡景点榜 No.2;山峰高耸，溪流潺潺，景色,遛娃宝藏地;1983条点评
泸州老窖景区;泸州 · 水井沟步行街;4A;6.8;泸州必打卡景点榜 No.1;观酒酿制过程，领略酒文化,夜游观景;2819条点评
成都天台山旅游景区;邛崃 · 天台山景区;5A;6.8;2025中国50玩水避暑景点;游山避暑追逐萤火虫,避暑纳凉;2495条点评
越王楼;绵阳 · 富乐山地区;4A;6.8;四川夜游必打卡景点榜 No.2;壮观的唐代名楼,遛娃宝藏地;2739条点评
乐山白日游船;乐山 · 乐山大佛景区;#;6.8;乐山亲子景点榜 No.3;乘船游览;221条点评
三苏祠;眉山 · 眉山市中心;#;6.8;#;历史建筑;5条点评
眉山三苏祠博物馆;眉山 · 眉山市中心;4A;6.8;眉山亲子景点榜 No.1;瞻仰文豪家族遗物,博物馆;1624条点评
自贡·中华彩灯大世界;自贡;#;6.8;2025全球100夜游景点;规模宏大的彩灯盛宴,遛娃宝藏地;8651条点评
天府广场;成都 · 天府广场/成都博物馆;#;6.7;成都夜游必打卡景点榜 No.7;城市的地标和象征,地标观景;775条点评
盖碗儿梨园•川剧变脸吐火表演剧院•非遗传承展示基地(天府广场店);成都 · 天府广场/成都博物馆;#;6.7;#;喝盖碗茶看川剧变脸,遛娃宝藏地;2207条点评
四姑娘山长坪沟景区;小金 · 长坪沟景区/民族风情街;#;6.7;#;攀岩的理想去处,遛娃宝藏地;609条点评
米仓山国家森林公园;南江;4A;6.7;光雾山亲子景点榜 No.1;古朴原始的风韵犹存,避暑纳凉;1205条点评
东郊记忆;成都 · 建设路/东郊记忆公园;4A;6.7;成都近期热门景点榜 No.3;工业风满满的文创园区,夜游观景;499条点评
成都 · 新蜂音乐节-成都站;成都 · 天府新区/西博城地区;#;7.0;#;音乐节;#
红原—若尔盖大草原;若尔盖;#;6.7;阿坝藏族羌族自治州必打卡景点榜 No.10;草甸和沼泽组成的美丽草原,草原采风;358条点评
黄河九曲第一湾;若尔盖;4A;6.7;#;欣赏壮丽的自然景观和日落,避暑纳凉;1211条点评
梅花剧社·非遗川剧变脸;成都 · 春熙路/太古里商业区;#;6.6;成都夜游必打卡景点榜 No.5;老成都老戏迷的据点,演出;425条点评
成都赏银杏;成都·四川;#;6.6;#;#;#
南桥;都江堰 · 都江堰景区及周边;#;6.6;都江堰亲子景点榜 No.4;登仿古廊桥赏精美木雕,避暑纳凉;934条点评
兴文石海;兴文;4A;6.6;兴文玩水避暑榜 No.1;溶洞巨大，钟乳石造型奇特,避暑纳凉;1462条点评
昭化古城;广元;4A;6.6;四川夜游必打卡景点榜 No.14;三国遗迹遗址众多,古镇古村;1979条点评
松潘古城;松潘;#;6.6;阿坝藏族羌族自治州必打卡景点榜 No.11;古之要塞，古城墙保存完好,遛娃宝藏地;400条点评
川西竹海景区;邛崃;#;6.6;邛崃玩水避暑榜 No.2;天然氧吧,避暑纳凉;1695条点评
环球中心海洋乐园;成都 · 环球中心/世纪城新会展;#;6.6;成都温泉景点榜 No.1;品质室内水上乐园,遛娃宝藏地;3431条点评
李白故居;江油;4A;6.5;绵阳亲子景点榜 No.2;追寻诗仙足迹,遛娃宝藏地;1169条点评
成都融创乐园;都江堰 · 融创乐园/熊猫谷;#;6.5;成都夜游必打卡景点榜 No.18;一站式、全龄层欢乐嘉年华,游乐场;2901条点评
成都融创文旅城;都江堰 · 融创乐园/熊猫谷;#;6.5;#;遛娃宝藏地;118条点评
盐业历史博物馆;自贡 · 自贡市第一人民医院/彩灯公园;#;6.5;自贡必打卡景点榜 No.2;展馆展览;2396条点评
牛背山;荥经;#;6.5;雅安必打卡景点榜 No.2;山脊细长，貌似牛背,登高爬山;3881条点评
四川科技馆;成都 · 天府广场/成都博物馆;#;6.5;#;众多成都造科技展品,展馆展览;409条点评
清音阁;峨眉山 · 清音阁/万年寺;#;6.5;峨眉山风景区亲子景点榜 No.2;供奉有释迦牟尼、文殊菩萨,历史建筑;881条点评
成都 · 许嵩《呼吸之野》巡回演唱会;成都 · 龙泉驿地区/大运会体育中心;#;6.4;#;演唱会;#
巴山大峡谷;宣汉;4A;6.4;达州玩水避暑榜 No.1;以雄、险、奇、秀、幽著称,避暑纳凉;1210条点评
皇泽寺;广元;4A;6.4;广元亲子景点榜 No.2;嘉陵江畔了解女皇生平,历史建筑;982条点评
巴塘措普沟景区;巴塘;4A;6.4;甘孜藏族自治州必打卡景点榜 No.5;颇具瑞士风景风情,登高爬山;267条点评
成都融创水世界;都江堰 · 融创乐园/熊猫谷;#;6.4;都江堰玩水避暑榜 No.3;遛娃宝藏地;1460条点评
成都环球中心;成都 · 环球中心/世纪城新会展;#;6.4;#;娱乐、购物和休闲中心,遛娃宝藏地;662条点评
邛海;西昌;#;6.3;西昌必打卡景点榜 No.1;是四川省第二大淡水湖,自然山水;42条点评
蒙顶山;雅安 · 蒙顶山景区及周边;4A;6.3;雅安玩水避暑榜 No.2;五峰环列，茶文化发源地,避暑纳凉;2956条点评
若尔盖花湖生态旅游区;若尔盖;4A;6.3;阿坝藏族羌族自治州亲子景点榜 No.8;湖面辽阔，湖中盛开白花,自然山水;1136条点评
金顶;峨眉山 · 雷洞坪/金顶;#;6.3;峨眉山风景区亲子景点榜 No.3;峨眉山顶瞻仰菩萨金像,地标观景;2528条点评
甲居藏寨;丹巴 · 甲居藏寨;4A;6.3;甘孜藏族自治州必打卡景点榜 No.6;藏式民居布满山坡;453条点评
鱼子西;康定 · 鱼子西;#;6.3;甘孜藏族自治州必打卡景点榜 No.7;神山环绕，360度遥望雅拉神山,登高爬山;37条点评
泸山;西昌 · 邛海西度假区;4A;6.3;#;四川省级风景名胜区之一,登高爬山;417条点评
安仁古镇;大邑 · 安仁古镇;5A;6.3;大邑必打卡景点榜 No.2;历史悠久，有刘氏家族庄园,遛娃宝藏地;700条点评
黄龙溪;成都 · 黄龙溪古镇/欢乐田园;4A;6.3;成都玩水避暑榜 No.6;探访悠闲蜀风气韵的水乡,避暑纳凉;1339条点评
成都市人民公园;成都 · 宽窄巷子/中医学院附近地区;#;6.2;#;喝茶打牌享蓉城慢生活,夜游观景;1015条点评
诺日朗瀑布;九寨沟;#;6.2;#;中国较宽的瀑布,自然山水;529条点评
蜀宴赋;成都 · 建设路/东郊记忆公园;#;6.2;#;演出;116条点评
李庄旅游度假区;宜宾 · 李庄旅游度假区;4A;6.2;宜宾亲子景点榜 No.3;万里长江第一古镇,古镇古村;1439条点评
青羊宫;成都 · 宽窄巷子/中医学院附近地区;#;6.2;#;始建于周朝的古老道观,历史建筑;906条点评
四川泸沽湖;盐源 · 走婚桥/草海度假区;4A;6.2;盐源玩水避暑榜 No.1;避暑纳凉;167条点评
色达喇荣五明佛学院;色达;#;6.2;甘孜藏族自治州夜游必打卡景点榜 No.1;密密麻麻的僧房密遍布山坡,历史建筑;562条点评
牟尼沟风景区;松潘;#;6.2;阿坝藏族羌族自治州亲子景点榜 No.9;有钙化瀑布等独特自然风光,自然山水;429条点评
颛顼龙洞旅游景区;米易;4A;6.2;攀枝花玩水避暑榜 No.1;多瀑布，钟乳石形态各异,避暑纳凉;377条点评
《阿惹妞》彝文化实景剧演出;西昌 · 火把广场/邛海17度;#;6.2;西昌必打卡景点榜 No.2;遛娃宝藏地;331条点评
阿惹妞民俗村寨;西昌 · 火把广场/邛海17度;#;6.2;西昌亲子景点榜 No.2;欣赏丰富多彩的彝族风情;18条点评
成都 · 周传雄2025《念念不忘·再遇见》巡回演唱会;成都;#;6.2;#;演唱会;#
燊海井;自贡;4A;6.2;自贡必打卡景点榜 No.3;保留了传统手工制盐的工艺,遛娃宝藏地;977条点评
九眼桥;成都 · 九眼桥/四川大学附近地区;#;6.2;成都夜游必打卡景点榜 No.9;体味成都夜生活的好去处,城市漫步;399条点评
新都桥;康定 · 新都桥;#;6.1;甘孜藏族自治州必打卡景点榜 No.8;沿线被誉为“摄影家走廊”,登高爬山;787条点评
中华洞天;江油;4A;6.1;绵阳玩水避暑榜 No.1;观赏千姿百态的奇妙溶洞,避暑纳凉;770条点评
只有峨眉山·戏剧幻城;峨眉山;#;6.1;峨眉山亲子景点榜 No.4;演出;670条点评
二郎山喇叭河风景区;天全;4A;6.1;天全玩水避暑榜 No.1;动植物种类丰富,避暑纳凉;1836条点评
唐家河自然风景区;青川;4A;6.1;青川玩水避暑榜 No.1;动植物资源十分丰富,避暑纳凉;1407条点评
成都热雪奇迹;都江堰 · 融创乐园/熊猫谷;#;6.1;都江堰亲子景点榜 No.7;感受藏羌秘境冰雪主题,遛娃宝藏地;2780条点评
刘氏庄园博物馆;大邑 · 安仁古镇;4A;6.1;大邑亲子景点榜 No.1;知名地主刘文彩的旧居,展馆展览;2732条点评
成都 · 张碧晨·爱的史诗 2025 交响限定演唱会-成都站;成都 · 龙泉驿地区/大运会体育中心;#;6.2;#;演唱会;#
西昌卫星发射中心;冕宁;#;6.5;凉山必打卡景点榜 No.6;遛娃宝藏地;#
都江堰青城道温泉;都江堰 · 青城山前山景区及周边;#;6.1;2025中国50温泉景点;依山而建的休闲温泉,遛娃宝藏地;856条点评
嘉阳小火车;犍为;#;6.0;乐山必打卡景点榜 No.4;坐复古窄轨小火车赏风景,遛娃宝藏地;861条点评
四川建川博物馆聚落;大邑 · 安仁古镇;4A;6.0;大邑亲子景点榜 No.2;名家设计的大型博物馆群落,展馆展览;2584条点评
雅安碧峰峡熊猫基地;雅安 · 碧峰峡;#;6.0;#;在峡谷瀑布中观赏熊猫,亲近动物;327条点评
大渡河金口大峡谷景区;乐山;4A;6.0;乐山必打卡景点榜 No.5;山峦重叠，景致奇特,自然山水;54条点评
锦江剧场·《川剧秀·传奇变脸》;成都 · 春熙路/太古里商业区;#;6.0;成都夜游必打卡景点榜 No.8;演出;121条点评
蜀兿剧院·变脸川剧·盖碗茶(文殊院店);成都 · 文殊院/龙湖上城天街;#;6.0;#;#;114条点评
五彩池;九寨沟;#;6.0;阿坝藏族羌族自治州亲子景点榜 No.10;五彩斑斓的池水,自然山水;1753条点评
阿坝州汶川特别旅游区;汶川;5A;6.0;汶川必打卡景点榜 No.2;汶川地震纪念景区,登高爬山;395条点评
明月峡;广元;4A;6.0;广元亲子景点榜 No.4;链接蜀道南北的古老栈道,自然山水;499条点评
叠溪－松坪沟风景区;茂县;4A;6.0;茂县玩水避暑榜 No.1;以色彩斑斓的红叶闻名,避暑纳凉;1038条点评
十八月潭景区;南江;#;6.0;光雾山亲子景点榜 No.2;隐藏在绿林深涧的十八瀑潭,避暑纳凉;296条点评
太平古镇;古蔺;4A;5.9;泸州亲子景点榜 No.2;依山而建，明清建筑众多,古镇古村;269条点评
洛带古镇;成都 · 蔚然花海/洛带古镇;4A;5.9;#;完整的千年客家风情古镇,古镇古村;726条点评
灌县古城;都江堰 · 都江堰景区及周边;4A;5.9;成都夜游必打卡景点榜 No.14;上文庙拜孔圣,古镇古村;171条点评
碧峰峡野生动物世界;雅安 · 碧峰峡;5A;5.9;雅安亲子景点榜 No.3;零距离接触野生动物,亲近动物;3855条点评
亚拉雪山风景区;道孚;4A;5.9;甘孜藏族自治州必打卡景点榜 No.9;行走茶马古道穿越亚拉雪山,登高爬山;84条点评
古宇湖风景名胜区;隆昌;4A;5.9;隆昌玩水避暑榜 No.1;湖中多岛屿，冬季赏候鸟,避暑纳凉;5265条点评
红原月亮湾;红原;4A;5.9;#;避暑纳凉;274条点评
海滨城浩海立方海洋公园;成都 · 海滨城/双流体育中心;#;5.9;#;超大玻璃海景观景墙,亲近动物;2703条点评
蛟龙港·海滨城;成都 · 海滨城/双流体育中心;4A;5.9;#;遛娃宝藏地;92条点评
都江堰道教文化体验;都江堰·成都;#;5.9;#;#;#
翠云廊;剑阁;#;5.9;剑门关风景区亲子景点榜 No.1;可以拍到造型各异的古柏树,自然山水;372条点评
隆昌石牌坊群;隆昌;4A;5.9;内江亲子景点榜 No.2;听听各个清末牌坊的故事,历史建筑;5077条点评
九皇山;北川;4A;5.8;北川玩水避暑榜 No.1;感受羌族文化探索神奇溶洞,遛娃宝藏地;1816条点评
三星堆考古遗址公园;广汉;#;5.9;#;历史建筑;99条点评
成都 · 张学友《60+》巡回演唱会;成都 · 凤凰山体育公园/大丰;#;5.8;#;演唱会;#
南关石牌坊古镇;隆昌;#;5.8;内江夜游必打卡景点榜 No.1;古镇古村;3066条点评
黑竹沟;峨边;4A;5.8;乐山玩水避暑榜 No.1;有原始森林和天然温泉,遛娃宝藏地;415条点评
成都戏服体验;成都·四川;#;5.8;成都特色体验榜 No.3;体验各种样式的戏服;#
巨型睡佛;乐山 · 乐山大佛景区;#;5.8;#;巨型睡佛所在地,登高爬山;122条点评
黄龙溪欢乐田园;成都 · 黄龙溪古镇/欢乐田园;#;5.8;成都玩水避暑榜 No.9;梯田、牧场、茶山美不胜收,度假村;6600条点评
大慈寺;成都 · 春熙路/太古里商业区;#;5.8;#;闹市区的千年古寺,历史建筑;525条点评
亚丁村;稻城 · 亚丁村;#;5.8;#;超赞的摄影取景地,登高爬山;377条点评
桃坪羌寨;理县;4A;5.8;阿坝藏族羌族自治州亲子景点榜 No.11;遛娃宝藏地;770条点评
熊猫星球沉浸式光影大展-成都首馆;成都 · 熊猫基地/西部战区总医院;#;5.8;#;特色展馆;187条点评
宜宾三江游;宜宾 · 合江门/大观楼;#;5.8;四川夜游必打卡景点榜 No.12;感受乘风破浪的快乐,自然山水;232条点评
泸定桥;泸定;4A;5.8;甘孜藏族自治州必打卡景点榜 No.10;飞夺泸定桥的发生地,地标观景;#
窦圌山景区;江油;4A;5.8;绵阳亲子景点榜 No.3;赏奇峰险景看走钢丝表演,登高爬山;850条点评
中国古羌城;茂县;4A;5.8;阿坝藏族羌族自治州亲子景点榜 No.12;恢宏古羌建筑，浓厚羌文化,古镇古村;488条点评
四姑娘山海子沟风景区;小金;#;5.7;阿坝藏族羌族自治州亲子景点榜 No.13;碧蓝湖面上赏黄鸭游荡,登高爬山;113条点评
成都 · 袁娅维「月亮撒野2.0」2025巡回演唱会—成都站;成都 · 环球中心/世纪城新会展;#;5.8;#;演唱会;#
色达县城;色达;#;5.7;甘孜藏族自治州必打卡景点榜 No.11;欣赏独特的红色僧舍,夜游观景;66条点评
九寨华美胜地旅游度假区;九寨沟 · 九寨华美胜地旅游度假区;#;5.7;阿坝藏族羌族自治州亲子景点榜 No.14;藏羌文化深度体验户外探险,度假村;59条点评
猫鼻梁;小金 · 长坪沟景区/民族风情街;#;5.7;#;观四姑娘山全貌的好地方,登高爬山;19条点评
浣花溪公园;成都 · 杜甫草堂/省人民医院;#;5.7;#;市区面积较大的公园,避暑纳凉;515条点评
乐山看日出;乐山·四川;#;5.7;乐山特色体验榜 No.1;#;#
苏稽古镇;乐山 · 苏稽旅游区;#;5.7;乐山必打卡景点榜 No.7;有一千四百多年的历史,古镇古村;39条点评
盐井河景区;古蔺;4A;5.7;古蔺玩水避暑榜 No.1;洞内石群奇特，暗河汹涌,避暑纳凉;119条点评
剑门关天赐温泉;剑阁;#;5.7;剑门关风景区亲子景点榜 No.2;温泉水温42度左右,遛娃宝藏地;645条点评
都江堰水文化广场;都江堰 · 都江堰景区及周边;#;5.7;成都夜游必打卡景点榜 No.16;地标观景;90条点评
仰天窝广场;都江堰 · 都江堰景区及周边;#;5.7;都江堰亲子景点榜 No.9;地标观景;13条点评
成都酒文化体验;成都·四川;#;5.7;成都特色体验榜 No.4;#;#
报恩寺;平武;4A;5.7;绵阳亲子景点榜 No.4;难得的明朝宫殿式佛教建筑,历史建筑;96条点评
达瓦更扎;宝兴;#;5.7;宝兴必打卡景点榜 No.1;可看到森林、草原、峡谷,登高爬山;360条点评
万年寺;峨眉山 · 清音阁/万年寺;#;5.7;#;参观寺中的无梁殿,历史建筑;585条点评
成都永陵博物馆;成都 · 宽窄巷子/中医学院附近地区;#;5.7;#;难得的建于地上的皇陵,博物馆;372条点评
塔公草原;康定 · 塔公草原;#;5.7;甘孜藏族自治州必打卡景点榜 No.12;盛装参加传统赛马会,草原采风;228条点评
西昌建昌古城;西昌;4A;5.7;西昌必打卡景点榜 No.3;两千多年的西南边陲古城,古镇古村;130条点评
木雅圣地景区;康定;4A;5.7;#;感受藏族民俗风情,草原采风;205条点评
邛海国家湿地公园;西昌 · 邛海西度假区;#;5.7;西昌玩水避暑榜 No.1;环湖骑单车,避暑纳凉;1972条点评
折多山;康定;#;5.7;甘孜藏族自治州必打卡景点榜 No.13;眺望海拔七千余米的贡噶山,登高爬山;210条点评
联华梨园社·春熙剧场川剧变脸秀;成都 · 春熙路/太古里商业区;#;5.6;成都夜游必打卡景点榜 No.13;传统川剧绝活节目表演,遛娃宝藏地;299条点评
九寨沟赏红叶;九寨沟·阿坝藏族羌族自治州;#;5.6;九寨沟特色体验榜 No.3;#;#
白水湖旅游景区;绵阳;#;5.6;绵阳亲子景点榜 No.5;蓄水量1672万立方米,自然山水;670条点评
华蓥山;华蓥;4A;5.6;华蓥玩水避暑榜 No.1;风光秀美的红色革命胜地,避暑纳凉;2627条点评
九寨沟-五花海;九寨沟;#;5.6;阿坝藏族羌族自治州亲子景点榜 No.15;欣赏不同色彩的水域之美,登高爬山;982条点评
王岗坪景区;石棉;4A;5.6;石棉玩水避暑榜 No.1;星空下的雪山盛宴,避暑纳凉;176条点评
稻城骑马;稻城·甘孜藏族自治州;#;5.4;#;#;#
勒通古镇·千户藏寨;理塘;4A;5.5;甘孜藏族自治州必打卡景点榜 No.14;规模宏大的千户藏寨群,古镇古村;50条点评
龙苍沟国家级森林公园;荥经;#;5.5;荥经玩水避暑榜 No.1;园内动植物资源丰富,避暑纳凉;3772条点评
邛海泸山风景区;西昌 · 邛海西度假区;4A;5.5;#;湖水清澄，山峦奇秀,登高爬山;53条点评
黄荆原始森林;古蔺;4A;5.5;古蔺玩水避暑榜 No.2;避暑纳凉;239条点评
5·12汶川特大地震映秀震中纪念馆;汶川 · 映秀镇;#;5.5;#;博物馆&展馆;#
成都植物园;成都 · 新都大学城;#;5.5;#;休闲放松的好去处,遛娃宝藏地;983条点评
红海子;康定;#;5.5;#;#;9条点评
《花重锦官城》城市钜秀;成都 · 文殊院/龙湖上城天街;#;5.4;成都夜游必打卡景点榜 No.15;全球首部赛博国潮大剧,演出;145条点评
大熊猫月亮产房;成都 · 熊猫基地/西部战区总医院;#;5.5;#;萌翻众人的大熊猫宝宝;69条点评
成都 · 2025陈慧娴40周年“Fabulous 40" 巡回演唱会;成都 · 凤凰山体育公园/大丰;#;5.5;#;演唱会;#
离堆公园;都江堰 · 都江堰景区及周边;#;5.5;都江堰亲子景点榜 No.10;参观都江堰博物馆,历史建筑;286条点评
四姑娘山大峰;小金 · 长坪沟景区/民族风情街;#;5.4;#;登高爬山;3条点评
成都 · Capper 《Who am I》巡演;成都 · 三圣花乡/华西附二院锦江院区;#;5.5;#;livehouse;#
芙蓉国粹《上善都江堰》演出;都江堰 · 都江堰景区及周边;#;5.4;都江堰亲子景点榜 No.12;演出;62条点评
中查沟;九寨沟 · 九寨华美胜地旅游度假区;#;5.4;#;神秘的藏族风情别具特色,自然山水;18条点评
神木垒;宝兴;4A;5.4;宝兴玩水避暑榜 No.1;感受原始的自然风光,避暑纳凉;546条点评
