景点名称;地点;景点级别;热度;口碑;标签;评论
香格里拉巴拉格宗风景名胜区;香格里拉 · 巴拉格宗香格里拉大峡谷国家公园;4A;7.3;迪庆玩水避暑榜 No.1;仰望千年凤凰菩提树,避暑纳凉;2833条点评
《云南映象》演出;昆明 · 云大医院/潘家湾;#;7.3;2025中国100夜游景点;民族风情浓郁的歌舞表演,遛娃宝藏地;2717条点评
双廊;大理市 · 双廊风景区;#;7.3;大理市必打卡景点榜 No.5;洱海东面的世外桃源,避暑纳凉;3044条点评
勐焕银塔;芒市;#;7.3;芒市必打卡景点榜 No.2;地标观景;1535条点评
元阳哈尼梯田;元阳;4A;7.3;红河必打卡景点榜 No.4;观梯田赏日出,历史建筑;2013条点评
大理旅拍;大理市·大理白族自治州;#;7.3;大理市特色体验榜 No.1;拍摄浪漫的公路大片;#
大理看日落;大理市·大理白族自治州;#;7.2;大理市特色体验榜 No.2;#;#
束河古镇;丽江 · 束河古镇;4A;7.2;丽江必打卡景点榜 No.6;安静清幽的茶马古镇,遛娃宝藏地;3117条点评
告庄西双景;景洪 · 告庄西双景/星光夜市;4A;7.2;2025亚洲100夜游景点;美食美景兼备，夜景尤其美,遛娃宝藏地;963条点评
勐巴娜西珍奇园;芒市;4A;7.2;芒市必打卡景点榜 No.3;园林花园;1279条点评
星光夜市;景洪 · 告庄西双景/星光夜市;#;7.1;西双版纳必打卡景点榜 No.9;有当地小吃和特色手工艺品,遛娃宝藏地;484条点评
银杏村;腾冲 · 银杏村;4A;7.1;2025全球50赏秋景点;秋日必打卡金黄银杏海,遛娃宝藏地;1667条点评
朱家花园;建水 · 建水古城;4A;7.1;建水亲子景点榜 No.2;历史建筑;2806条点评
杨丽萍太阳宫艺术空间;大理市 · 双廊风景区;#;7.1;大理市亲子景点榜 No.3;艺术与自然的交融，洱海畔的艺术空间;747条点评
西双版纳野生动物园;景洪 · 曼听公园/民族风情园;#;7.1;西双版纳亲子景点榜 No.7;看热带动植物，享民族风情,亲近动物;652条点评
西双版纳民族风情园;景洪 · 曼听公园/民族风情园;#;7.1;西双版纳必打卡景点榜 No.10;珍贵热带植物融合民族风情,避暑纳凉;63条点评
丽江千古情;玉龙 · 丽江火车站地区;#;8.2;丽江必打卡景点榜 No.3;观看精彩的千古情表演,遛娃宝藏地;4428条点评
普者黑景区;丘北 · 普者黑仙人洞;5A;7.1;文山壮族苗族自治州必打卡景点榜 No.1;《爸爸去哪儿》拍摄地,避暑纳凉;2712条点评
普洱茶马古道遗址公园;普洱 · 茶马古城及周边;4A;7.1;普洱必打卡景点榜 No.2;骑马游古道，感受普洱风情,遛娃宝藏地;828条点评
感通索道;大理市 · 苍山风景区;#;7.1;大理市亲子景点榜 No.4;体验仙境中云游的感觉,缆车索道;663条点评
热带花卉园;景洪;4A;7.0;景洪玩水避暑榜 No.4;科普度假主题公园,避暑纳凉;907条点评
喜洲;大理市 · 喜洲古镇;#;7.0;大理市亲子景点榜 No.5;保存有大量的白族民居,遛娃宝藏地;1171条点评
张家花园;大理市 · 苍山风景区;#;7.0;大理市必打卡景点榜 No.6;观赏精致的白族民居,避暑纳凉;5409条点评
湖泉半山温泉;弥勒;#;7.0;2025全球50温泉景点;在山顶同享风景与温泉,遛娃宝藏地;642条点评
洗马潭大索道;大理市 · 苍山风景区;#;7.0;大理市亲子景点榜 No.7;观赏峰岩树影倒映潭中,缆车索道;2477条点评
西双版纳总佛寺;景洪 · 曼听公园/民族风情园;#;7.0;#;梁柱雕刻精美，建筑雄伟,历史建筑;1076条点评
抚仙湖;澄江 · 抚仙湖风景区;#;7.0;澄江必打卡景点榜 No.1;避暑纳凉;127条点评
白水台;香格里拉;#;7.0;香格里拉必打卡景点榜 No.5;纳西族东巴教的发源地,遛娃宝藏地;417条点评
独克宗古城;香格里拉 · 独克宗古城;#;7.0;云南夜游必打卡景点榜 No.8;走街串巷感受马帮文化,遛娃宝藏地;946条点评
勐远仙境;勐腊;4A;7.0;勐腊必打卡景点榜 No.3;保存较完整的热带雨林区,避暑纳凉;733条点评
建水古城;建水 · 建水古城;#;7.0;建水必打卡景点榜 No.2;古建筑雕工精美，规模宏大,古镇古村;665条点评
南诏风情岛;大理市 · 双廊风景区;4A;7.0;大理白族自治州玩水避暑榜 No.3;四面环水的风情小岛,海滨玩水;2579条点评
太平湖国际生态旅游度假区;弥勒;4A;6.9;弥勒玩水避暑榜 No.2;花开成海，木屋清新自然,地标观景;340条点评
九乡;宜良;4A;6.9;昆明必打卡景点榜 No.10;电影《神话》拍摄地,避暑纳凉;3088条点评
大理环洱海旅游观光巴士;大理市 · 大理古城;#;6.9;大理市必打卡景点榜 No.7;巴士观光;153条点评
云峰山;腾冲;#;6.9;腾冲必打卡景点榜 No.6;攀登云梯观云海,登高爬山;1925条点评
纳帕海(依拉草原);香格里拉 · 纳帕海景区;#;6.9;#;策马奔腾看迷人秋色,遛娃宝藏地;627条点评
鸡足山;宾川 · 鸡足山度假区;4A;6.8;大理白族自治州必打卡景点榜 No.8;体验上山索道参拜古老寺院,登高爬山;1906条点评
翠湖公园;昆明 · 翠湖地区;#;6.8;昆明必打卡景点榜 No.11;享有城中之玉的美称,夜游观景;3432条点评
海埂大坝;昆明 · 滇池风景区/融创滇池后海;#;6.8;昆明亲子景点榜 No.8;欣赏海鸥好去处,自然山水;241条点评
西双版纳大象互动;西双版纳·云南;#;6.8;西双版纳特色体验榜 No.1;#;#
白沙古镇;玉龙 · 白沙古镇/地中海国际度假区;#;6.8;丽江必打卡景点榜 No.7;感受原生态古镇的安静,古镇古村;471条点评
普洱国家公园犀牛坪景区;普洱;#;6.8;#;遛娃宝藏地;958条点评
丽江旅拍;丽江·云南;#;6.8;丽江特色体验榜 No.1;穿上民族服饰拍照;1条点评
蝴蝶泉;大理市 · 洱海S湾生态廊道上段;4A;6.8;大理市必打卡景点榜 No.8;泉水清澈的方形泉池,避暑纳凉;2928条点评
昆明动物园;昆明 · 翠湖地区;#;6.8;昆明亲子景点榜 No.9;植物花卉围绕的动物园,亲近动物;1188条点评
圆通山;昆明 · 翠湖地区;#;6.8;昆明必打卡景点榜 No.12;被称为云南动物王国的缩影,登高爬山;87条点评
斗南花市;昆明 · 昆明斗南花卉市场;#;6.8;昆明必打卡景点榜 No.13;花潮如海、香气四溢,夜游观景;80条点评
九龙瀑布群;罗平;4A;6.8;曲靖玩水避暑榜 No.1;大小十级瀑布群,自然山水;1442条点评
大理路极主题公园;大理市 · 大理市主城区;#;6.8;大理市必打卡景点榜 No.9;缆车索道;144条点评
可邑小镇;弥勒;4A;6.8;#;地标观景;696条点评
团山民居;建水;4A;6.7;建水必打卡景点榜 No.3;古镇古村;449条点评
沙溪古镇;剑川 · 沙溪古镇景区;4A;6.8;大理白族自治州必打卡景点榜 No.11;欣赏古老的壁画雕刻,遛娃宝藏地;547条点评
云杉坪索道;玉龙 · 玉龙雪山度假区;#;6.7;丽江亲子景点榜 No.6;远观玉龙雪山群峰,缆车索道;187条点评
听花谷-丽江百花园;玉龙;#;6.7;丽江必打卡景点榜 No.8;遛娃宝藏地;156条点评
基诺山寨;景洪;#;6.7;西双版纳亲子景点榜 No.9;赏美景，感受基诺族风情;1353条点评
墨江北回归线标志园;墨江;4A;6.7;普洱亲子景点榜 No.2;神秘双子井 探寻双胞之秘;807条点评
莫里热带雨林景区;瑞丽;4A;6.7;瑞丽玩水避暑榜 No.1;拜佛祈福圣地,自然山水;1027条点评
香格里拉徒步;香格里拉·迪庆;#;6.7;#;#;#
海埂公园;昆明 · 滇池风景区/融创滇池后海;#;6.7;昆明玩水避暑榜 No.1;滇池湖畔的清新公园,避暑纳凉;761条点评
官渡古镇;昆明 · 官渡古镇;4A;6.7;昆明必打卡景点榜 No.14;观赏古老寺庙和人文景观,古镇古村;553条点评
理想邦;大理市 · 海东/理想邦;#;6.7;#;度假村;64条点评
“澜沧江·湄公河之夜”歌舞篝火晚会;景洪 · 曼听公园/民族风情园;#;6.7;西双版纳夜游必打卡景点榜 No.2;展示西双版纳民族风情,演出;698条点评
黑龙潭公园;丽江 · 黑龙潭地区;4A;6.7;#;拍雪山与古城的好去处,登高爬山;880条点评
湄公河水底世界;景洪;#;6.7;#;虚拟全景沉浸式的水世界,亲近动物;266条点评
腾冲悦椿温泉村;腾冲;#;6.6;2025亚洲50温泉景点;泡温泉;560条点评
西双版纳基诺山雨林徒步;景洪;#;6.6;景洪必打卡景点榜 No.11;#;133条点评
腾冲洞山温泉村;腾冲;#;6.6;2025中国50温泉景点;云南森林温泉自然氧吧,遛娃宝藏地;244条点评
洱海生态廊道;大理市 · 洱海生态廊道下段;#;6.6;大理市亲子景点榜 No.10;城市漫步;42条点评
梅里雪山国家公园;德钦;4A;6.5;德钦必打卡景点榜 No.1;藏区八大神山之一,登高爬山;587条点评
大理地热国;洱源 · 茈碧湖风景区;4A;6.5;2025亚洲50温泉景点;泡温泉品云南美食,遛娃宝藏地;925条点评
建水文庙;建水 · 建水古城;4A;6.5;建水亲子景点榜 No.4;历史建筑;1392条点评
昆明植物园;昆明 · 龙泉路/云南财经大学片区;#;6.5;昆明必打卡景点榜 No.15;遛娃宝藏地;236条点评
叠水河瀑布;腾冲 · 腾冲主城区;#;6.5;腾冲亲子景点榜 No.3;观瀑亭看激流奔涌,自然山水;903条点评
天龙八部影视城;大理市 · 苍山风景区;4A;6.5;#;《天龙八部》等热剧拍摄地,嗨玩乐园;2161条点评
元谋土林;元谋;4A;6.5;楚雄彝族自治州必打卡景点榜 No.1;《无极》电影的取景地,自然山水;604条点评
七彩云南古滇温泉山庄;昆明 · 七彩云南欢乐世界;#;6.5;2025中国50温泉景点;以古滇特色风格建造,遛娃宝藏地;1352条点评
云杉坪;玉龙;#;6.4;丽江亲子景点榜 No.8;大草坪前观看雪峰;360条点评
翁丁原始部落;沧源;#;6.4;临沧亲子景点榜 No.1;保存较好的原始群居村落;283条点评
小人国主题乐园;昆明;#;6.4;昆明玩水避暑榜 No.2;以蝴蝶为主题的生态园,避暑纳凉;447条点评
昆明看日落;昆明·云南;#;6.4;昆明特色体验榜 No.1;#;#
基诺山巴朵村雨林徒步;景洪;#;6.4;西双版纳亲子景点榜 No.10;避暑纳凉;395条点评
丽江骑马;丽江·云南;#;6.4;丽江特色体验榜 No.2;穿行于山间湖畔;#
哈巴雪山;香格里拉;#;6.4;香格里拉亲子景点榜 No.5;徒步虎跳峡远眺雪山全景,登高爬山;113条点评
雨崩村;德钦;#;6.3;德钦必打卡景点榜 No.2;神女峰脚下的藏族村寨,夜游观景;332条点评
般若寺;景洪;#;6.4;景洪必打卡景点榜 No.13;历史建筑;25条点评
云南红酒庄;弥勒;#;6.4;弥勒必打卡景点榜 No.5;在葡萄园中感受红酒文化,遛娃宝藏地;739条点评
大观公园;昆明 · 滇池风景区/融创滇池后海;4A;6.4;昆明近期热门景点榜 No.6;滇池北畔的优美公园,避暑纳凉;1709条点评
狮子山;丽江 · 丽江古城;#;6.3;#;将古城与玉龙雪山一览无遗,登高爬山;845条点评
大理品茶;大理市·大理白族自治州;#;6.3;大理市特色体验榜 No.3;了解丰富的茶文化;#
金马碧鸡坊;昆明 · 南屏步行街/金马碧鸡坊;#;6.3;昆明必打卡景点榜 No.18;昆明地标合影圣地,历史建筑;1131条点评
坝美世外桃源景区;广南;4A;6.3;广南玩水避暑榜 No.1;有世外桃源的美誉,避暑纳凉;925条点评
冰川公园;玉龙 · 玉龙雪山度假区;#;6.3;丽江亲子景点榜 No.9;近距离感受冰川和雪山,登高爬山;377条点评
罗平金鸡峰丛;罗平;#;6.3;2025全球50赏花踏青景点;特定时期可赏大片油菜花海,自然山水;421条点评
热海大滚锅;腾冲;#;6.3;腾冲亲子景点榜 No.4;泡泡澡吃温泉煮鸡蛋;557条点评
和顺柏联温泉;腾冲 · 和顺古镇;#;6.3;云南温泉景点榜 No.6;百年古镇里的泡汤享受,泡温泉;393条点评
腾冲泡温泉;腾冲·保山;#;6.4;腾冲特色体验榜 No.1;#;#
世界恐龙谷旅游区;禄丰;4A;6.3;楚雄彝族自治州玩水避暑榜 No.1;观赏亿万年前的恐龙骨骸,遛娃宝藏地;1371条点评
昆明融创乐园;昆明 · 滇池风景区/融创滇池后海;#;6.3;#;有雪世界和海世界,遛娃宝藏地;253条点评
昆明融创海世界;昆明 · 滇池风景区/融创滇池后海;4A;6.3;昆明必打卡景点榜 No.19;亲近动物;1086条点评
理想的花园;大理市 · 海东/理想邦;#;6.3;大理市玩水避暑榜 No.4;避暑纳凉;21条点评
石卡雪山;香格里拉;#;6.3;香格里拉亲子景点榜 No.6;山间遍布金黄的红杉和杨树,登高爬山;619条点评
曼掌村;景洪;#;6.3;景洪玩水避暑榜 No.5;以傣族为主体民族的村寨,避暑纳凉;75条点评
腾冲叠水河景区;腾冲 · 腾冲主城区;#;6.2;#;#;6条点评
龙龛码头-观景台;大理市 · 洱海才村/龙龛码头;#;6.2;大理市必打卡景点榜 No.11;地标观景;34条点评
轿子雪山;禄劝;4A;6.2;昆明必打卡景点榜 No.20;春赏杜鹃冬攀冰山,登高爬山;1147条点评
建水燕子洞;建水;4A;6.2;建水必打卡景点榜 No.4;观看庞大燕群出巢与回巢,自然山水;736条点评
拉市海湿地公园;玉龙 · 拉市海湿地度假区;#;6.2;#;避暑纳凉;267条点评
龙门;昆明 · 滇池风景区/融创滇池后海;#;6.2;#;俯瞰五百里浩瀚滇池,历史建筑;469条点评
泸沽湖格姆女神山索道;宁蒗 · 尼塞度假区/格姆女神山索道;#;6.2;#;缆车索道;119条点评
景迈山茶林文化景区;澜沧;4A;6.2;普洱亲子景点榜 No.3;普洱茶盛名，有万亩古茶园,避暑纳凉;14条点评
傣族古镇;芒市;4A;6.2;芒市必打卡景点榜 No.4;休闲度假，享受古傣文化的悠闲时光,历史建筑;18条点评
万古楼;丽江 · 丽江古城;#;6.2;丽江亲子景点榜 No.10;可以拍摄古城全景,历史建筑;1100条点评
景洪大象互动;景洪·西双版纳;#;6.2;#;#;#
《梦幻腾冲》演出;腾冲;#;6.1;腾冲必打卡景点榜 No.10;遛娃宝藏地;279条点评
大理苍海云上草原;大理市 · 苍山风景区;#;6.1;大理市必打卡景点榜 No.12;#;62条点评
海舌生态公园;大理市 · 洱海S湾生态廊道上段;#;6.1;大理市玩水避暑榜 No.5;三面环海的优美半岛,公园&植物园;352条点评
中华普洱茶博览苑;普洱;4A;6.1;普洱亲子景点榜 No.4;了解普洱茶文化,自然山水;361条点评
尼珠河大峡谷;宣威;#;6.1;曲靖玩水避暑榜 No.2;落差大，悬崖瀑布险秀并存,自然山水;106条点评
湄公河·六国水上市场;景洪 · 告庄西双景/星光夜市;#;6.1;景洪必打卡景点榜 No.15;东南亚情调的繁华集市,遛娃宝藏地;97条点评
碧色寨风景区;蒙自;#;6.1;红河必打卡景点榜 No.11;电影《芳华》取景地;91条点评
勐景来;勐海;4A;6.1;西双版纳亲子景点榜 No.11;清凉漂流;271条点评
东山草原;腾冲;4A;6.1;腾冲亲子景点榜 No.6;露营·营地;85条点评
湄公河快艇;景洪 · 景洪港;#;6.1;景洪必打卡景点榜 No.16;游艇帆船;36条点评
西双版纳原始森林公园丛林飞跃;景洪;#;6.1;#;遛娃宝藏地;246条点评
世界园艺博览园;昆明 · 昆明野生动物园/金殿风景区;5A;6.1;#;99年昆明园艺博览会会址,遛娃宝藏地;1037条点评
捞渔河湿地公园;昆明 · 七彩云南欢乐世界;#;6.1;昆明玩水避暑榜 No.3;风景优美的湖边湿地公园,避暑纳凉;55条点评
荷花温泉;梁河;#;6.0;德宏必打卡景点榜 No.7;泡一泡露天森林温泉泡池,遛娃宝藏地;526条点评
南极洛;维西;#;6.0;#;#;11条点评
拉市海茶马古道;玉龙 · 拉市海湿地度假区;#;6.0;丽江亲子景点榜 No.11;骑马走古道，沿途景观丰富,历史建筑;838条点评
开远观光小火车;开远;#;6.0;红河必打卡景点榜 No.12;#;153条点评
洋人街;大理市 · 大理古城;#;6.0;#;繁华的商业街,城市漫步;496条点评
小石林景区-阿诗玛;石林;#;6.0;#;石林形似阿诗玛而命名,自然山水;353条点评
严家大院博物馆;大理市 · 喜洲古镇;#;6.0;#;参观古老的白族民居,历史建筑;677条点评
明星鱼洞;玉溪 · 抚仙湖风景区;#;6.0;抚仙湖亲子景点榜 No.1;避暑纳凉;98条点评
文笔村;大理市 · 海东/理想邦;#;6.0;#;#;16条点评
雪嵩村(玉湖村);玉龙 · 玉龙雪山度假区;#;6.0;丽江必打卡景点榜 No.9;雪山脚下宁静古村,古镇古村;90条点评
糯干古寨;澜沧;#;6.0;#;千年古寨，普洱市的人文瑰宝,历史建筑;17条点评
湖泉生态园;弥勒;4A;6.0;#;环湖骑行，一览园中美景,遛娃宝藏地;67条点评
昆明瀑布公园;昆明 · 昆明北部汽车客运站;#;6.0;昆明玩水避暑榜 No.5;景色壮观的人工瀑布,避暑纳凉;181条点评
孔雀公主大剧院;景洪 · 融创国际度假区;#;6.0;西双版纳夜游必打卡景点榜 No.3;文化与科技融合的艺术堡垒,遛娃宝藏地;937条点评
腾冲徒步;腾冲·保山;#;6.0;#;#;#
陆良彩色沙林;陆良;4A;5.9;曲靖亲子景点榜 No.4;欣赏庞大的沙雕作品,自然山水;435条点评
大理白族歌舞表演;大理市·大理白族自治州;#;5.9;大理市特色体验榜 No.4;#;#
景洪旅拍;景洪·西双版纳;#;5.9;西双版纳特色体验榜 No.2;#;#
海洪湿地;昆明 · 滇池风景区/融创滇池后海;#;5.9;昆明玩水避暑榜 No.4;水杉林的海洪湿地，近距离观赏自然美景,避暑纳凉;22条点评
云南陆军讲武堂旧址;昆明 · 翠湖地区;4A;5.9;昆明亲子景点榜 No.19;众多革命家的母校,历史建筑;#
巍宝山;巍山;4A;5.9;大理白族自治州亲子景点榜 No.14;南诏国发祥地,历史建筑;313条点评
牦牛坪;玉龙;#;5.9;#;欣赏草甸、拍摄雪山的佳地;196条点评
香格里拉骑马;香格里拉·迪庆;#;5.9;香格里拉特色体验榜 No.1;骑马穿越草原;#
独树成林景区;勐海;4A;5.9;勐海必打卡景点榜 No.2;在九百多年的老榕树下拍照,遛娃宝藏地;321条点评
景洪市大金塔寺;景洪 · 告庄西双景/星光夜市;#;5.9;#;建筑雄伟壮观，夜景尤其美,历史建筑;219条点评
朝阳楼;建水 · 建水古城;#;5.9;#;历史建筑;246条点评
属都湖;香格里拉 · 普达措森林公园;#;5.9;#;欣赏珍奇异兽的生态湖,自然山水;298条点评
南屏步行街;昆明 · 南屏步行街/金马碧鸡坊;#;5.8;昆明亲子景点榜 No.20;昆明历史老街吃喝玩乐齐全,城市漫步;314条点评
《丽水金沙》演出;丽江 · 丽江市区;#;5.8;丽江必打卡景点榜 No.10;穿越回古老的纳西王国,遛娃宝藏地;207条点评
丽江国际民族文化交流中心;丽江 · 丽江市区;#;5.8;#;场馆展馆;#
西双版纳逛夜市;景洪·西双版纳;#;5.8;西双版纳特色体验榜 No.3;#;1条点评
国殇墓园;腾冲 · 腾冲主城区;#;5.8;腾冲必打卡景点榜 No.12;国内首批国军抗日烈士陵园;475条点评
物茂土林（虎跳滩土林）;元谋;#;5.8;楚雄彝族自治州亲子景点榜 No.2;千峰林立、沟壑纵横,自然山水;467条点评
腾冲热气球飞行俱乐部;腾冲;#;5.8;#;乘热气球俯瞰壮观的火山口,热气球;117条点评
洱海公园;大理市 · 洱海公园景区;#;5.8;大理市亲子景点榜 No.13;沿湖的城市公园,避暑纳凉;349条点评
建水蚁工坊景区;建水;#;5.8;#;展示悠久的制陶文化;43条点评
三塔倒影公园;大理市 · 大理古城;#;5.8;大理市必打卡景点榜 No.13;拍摄崇圣寺三塔经典倒影,公园&植物园;494条点评
荒野之国;丽江 · 束河古镇;#;5.8;丽江必打卡景点榜 No.11;避暑纳凉;10条点评
茶马古城;普洱 · 茶马古城及周边;#;5.7;普洱必打卡景点榜 No.6;普洱茶的故乡，茶马古道的起点,城市漫步;20条点评
哀牢山自然保护区;新平;#;5.7;玉溪玩水避暑榜 No.2;森林覆盖率达85%,避暑纳凉;71条点评
太平湖森林公园;弥勒;#;5.7;#;公园&植物园;12条点评
大理苍山植物园;大理市 · 苍山风景区;#;5.7;大理市必打卡景点榜 No.14;避暑纳凉;46条点评
浪巴铺土林（新华土林）;元谋;#;5.7;#;土林高大密集，远观似宫殿,自然山水;259条点评
阿布吉措;香格里拉;#;5.7;香格里拉亲子景点榜 No.7;自然山水;12条点评
飞来寺;德钦;#;5.7;#;欣赏著名的日照金山,历史建筑;249条点评
多依树梯田;元阳;#;5.7;#;连绵壮观如版画一样美丽,遛娃宝藏地;283条点评
禄充风景区;澄江 · 禄充风景区;4A;5.7;抚仙湖亲子景点榜 No.2;登笔架山可俯瞰整个抚仙湖,避暑纳凉;372条点评
才村;大理市 · 洱海才村/龙龛码头;#;5.7;大理市必打卡景点榜 No.15;洱海旁的安静村庄,避暑纳凉;167条点评
大观楼;昆明 · 滇池风景区/融创滇池后海;#;5.7;#;登楼可俯瞰滇池,遛娃宝藏地;811条点评
冰川公园大索道;玉龙;#;5.7;#;上下站垂直高差1150米;2条点评
巍山古城;巍山 · 巍山古城;4A;5.7;大理白族自治州亲子景点榜 No.18;堪称南诏古国的博物馆,古镇古村;220条点评
建水十七孔桥;建水;#;5.7;建水必打卡景点榜 No.5;清代古建筑，多孔连拱桥,地标观景;143条点评
曼远村;景洪;#;5.7;西双版纳亲子景点榜 No.12;#;14条点评
文海;玉龙;#;5.7;丽江必打卡景点榜 No.12;清新草甸中的静谧湖泊,自然山水;89条点评
