景点名称;地点;景点级别;热度;口碑;标签;评论
天一阁·月湖景区;宁波 · 天一广场/鼓楼;5A;7.9;#;园林花园;1条点评
南浔古镇;湖州 · 南浔景区内;5A;7.9;2025中国100夜游景点;游览江南富户的巨宅庄园,遛娃宝藏地;1.5万条点评
垂云通天河;桐庐 · 瑶琳仙境/OMG心跳乐园;4A;7.9;杭州必打卡景点榜 No.7;乘小船穿梭地下暗河,避暑纳凉;7803条点评
OMG心跳乐园;桐庐 · 瑶琳仙境/OMG心跳乐园;#;7.9;2025亚洲100亲子景点;游乐场;9764条点评
缙云仙都景区;缙云 · 仙都景区;5A;7.8;丽水必打卡景点榜 No.1;《古剑奇谭》取景地,避暑纳凉;3765条点评
西栅;桐乡 · 乌镇西栅景区内/乌村;#;7.8;#;精致水乡夜色醉人,遛娃宝藏地;1.3万条点评
莫干山风景名胜区;德清 · 莫干山国际旅游度假区;4A;7.7;2025中国50玩水避暑景点;竹海与老别墅,避暑纳凉;2.2万条点评
刘伯温故里景区·百丈漈;文成;5A;7.6;文成玩水避暑榜 No.1;绝壁上的飞瀑,避暑纳凉;2438条点评
云和梯田景区;云和 · 云和梯田景区;5A;7.6;2025中国50赏秋景点;华东知名的梯田群,自然山水;5286条点评
朱家尖风景区;舟山 · 观音法界/乌石塘;4A;7.6;浙江必打卡景点榜 No.19;看十里金沙和沙雕作品,海滨玩水;1694条点评
朱家尖观音法界;舟山 · 观音法界/乌石塘;#;7.6;#;历史建筑;2655条点评
杭州Hello Kitty乐园;安吉 · 杭州凯蒂猫乐园;4A;7.6;2025中国100亲子景点;满足你粉色的少女心,遛娃宝藏地;1.1万条点评
雷峰塔;杭州 · 西湖风景区/灵隐度假区;4A;7.4;#;拍西湖全貌赏塔楼倩影,遛娃宝藏地;8763条点评
鲁迅故里景区;绍兴 · 鲁迅故里度假区/仓桥直街;5A;7.4;绍兴必打卡景点榜 No.1;鲁迅先生的故乡,遛娃宝藏地;7523条点评
绍兴古城;绍兴 · 鲁迅故里度假区/仓桥直街;#;7.4;绍兴夜游必打卡景点榜 No.1;坐乌篷船感受绍兴复古民俗,古镇古村;538条点评
古堰画乡景区;丽水 · 古堰画乡景区;4A;7.3;丽水玩水避暑榜 No.1;古镇与写生创作基地结合,避暑纳凉;5394条点评
沈园;绍兴 · 鲁迅故里度假区/仓桥直街;5A;7.3;绍兴必打卡景点榜 No.2;陆游与唐婉邂逅的浪漫园林,遛娃宝藏地;3946条点评
西塘古镇;嘉善 · 西塘景区内;5A;7.3;2025中国100夜游景点;阿汤哥《碟中谍》取景地,遛娃宝藏地;1.3万条点评
江郎山风景名胜区;江山 · 江郎山;5A;7.3;衢州必打卡景点榜 No.1;险峻的丹霞地貌,遛娃宝藏地;2479条点评
钱塘江游船;杭州 · 滨江地区;#;7.2;2025中国100夜游景点;乘游船赏两岸湖光山色,遛娃宝藏地;1526条点评
绍兴柯岩风景区;绍兴 · 鉴湖柯岩旅游度假区;4A;7.2;绍兴必打卡景点榜 No.3;鲁迅笔下的鲁镇风情,避暑纳凉;1.5万条点评
云上草原;安吉 · 云上草原高山旅游度假区;#;7.2;安吉玩水避暑榜 No.1;云端花语 郁见浪漫,避暑纳凉;1.4万条点评
杭州 · 断眉查理•普斯Charlie Puth巡回演唱会-杭州站;杭州 · 奥体博览城/钱江世纪城;#;7.1;#;演唱会;#
长屿硐天;温岭 · 长屿硐天/新河镇;4A;7.1;温岭玩水避暑榜 No.1;中华石文化的精髓,避暑纳凉;1414条点评
双龙风景旅游区;金华;5A;7.1;金华玩水避暑榜 No.1;有地下悬河的喀斯特奇观,避暑纳凉;5378条点评
兰亭景区;绍兴 · 兰亭;4A;7.1;绍兴必打卡景点榜 No.4;王羲之在此写下《兰亭序》,遛娃宝藏地;2699条点评
印象西湖《最忆是杭州》演出;杭州 · 西湖风景区/灵隐度假区;#;7.1;2025亚洲100夜游景点;在西湖上表演江南传说,遛娃宝藏地;8493条点评
东湖;绍兴 · 东湖度假区;4A;7.1;绍兴必打卡景点榜 No.5;82版《西游记》取景地,避暑纳凉;4014条点评
大奇山国家森林公园;桐庐 · 大奇山度假区;#;7.1;桐庐玩水避暑榜 No.4;避暑纳凉;6288条点评
杭州野生动物世界;杭州;4A;7.1;2025中国100亲子景点;寓教于乐亲近小动物,亲近动物;1.0万条点评
虎啸峡激流探险漂流;桐庐 · 虎啸峡漂流度假区;#;7.0;2025中国50玩水避暑景点;溪段急、落差大的刺激漂流,清凉漂流;1546条点评
杭州赏荷花;杭州·浙江;#;7.0;杭州特色体验榜 No.1;#;#
溪口-滕头旅游景区;宁波 · 溪口景区/雪窦寺;5A;7.0;宁波必打卡景点榜 No.2;神秘的雪窦山风光,避暑纳凉;8029条点评
杭州骑行;杭州·浙江;#;7.0;#;#;#
廿八都古镇;江山 · 廿八都古镇;5A;7.0;衢州必打卡景点榜 No.2;融合三省的建筑风格,清凉漂流;1527条点评
千岛湖中心湖区;淳安 · 千岛湖中心湖区;#;7.0;千岛湖亲子景点榜 No.1;乘船领略山水锦绣,海滨玩水;8583条点评
岳王庙景区;杭州 · 西湖风景区/灵隐度假区;#;6.9;#;民族英雄岳飞父子墓地,遛娃宝藏地;3551条点评
浙江省博物馆(之江馆区);杭州 · 宋城/转塘/之江休闲度假区;#;6.9;杭州必打卡景点榜 No.12;博物馆;412条点评
之江文化中心;杭州 · 宋城/转塘/之江休闲度假区;#;6.9;#;场馆展馆;2条点评
京杭大运河杭州景区;杭州 · 武林广场附近;4A;6.9;杭州必打卡景点榜 No.13;世界文化遗产,遛娃宝藏地;1370条点评
蒋氏故居;宁波 · 溪口景区/雪窦寺;#;6.9;宁波亲子景点榜 No.2;探访蒋公及其家族的足迹,遛娃宝藏地;2261条点评
天子地山野乐园;桐庐 · 天子地风景区;4A;6.9;桐庐玩水避暑榜 No.2;原生态绿色休闲度假区,避暑纳凉;988条点评
千岛湖天屿景区;淳安 · 千岛湖中心湖区;#;6.9;杭州亲子景点榜 No.7;清凉漂流;1012条点评
天屿山观景台;淳安 · 千岛湖中心湖区;#;6.9;淳安玩水避暑榜 No.2;视野辽阔，观岛屿星罗棋布,清凉漂流;680条点评
杭州品茶;杭州·浙江;#;6.9;杭州特色体验榜 No.2;是一次文化和味觉之旅;#
杭州 · 十个勤天2025《等枝桠成繁花》巡回演唱会;杭州 · 奥体博览城/钱江世纪城;#;6.9;#;演唱会;#
朱家尖南沙景区;舟山 · 南沙/大青山;#;6.9;舟山亲子景点榜 No.1;在优质沙滩玩耍欣赏沙雕,海滨玩水;2927条点评
太湖龙之梦乐园;长兴 · 湖州太湖/龙之梦乐园;#;6.8;湖州必打卡景点榜 No.5;设有太湖药师文化园,度假村;2064条点评
楠溪江风景旅游区;永嘉;4A;6.8;永嘉玩水避暑榜 No.1;乘坐竹筏两岸山水,清凉漂流;765条点评
罗蒙环球乐园;宁波 · 罗蒙环球乐园/南部商务区;#;6.8;宁波必打卡景点榜 No.3;精彩丰富的室内主题乐园,遛娃宝藏地;1.3万条点评
金华 · 2024-2025张杰 未·LIVE—「开往1982」世界巡回演唱会;金华 · 金华职业技术学院;#;6.8;#;演唱会;#
秦王宫景区;东阳 · 横店;#;6.8;#;穿越秦朝领略六国气概,看演出;1.1万条点评
龙游石窟;龙游;4A;6.8;#;历史悠久的大型地下建筑群,避暑纳凉;1566条点评
清明上河图景区;东阳 · 横店;#;6.8;#;梦回北宋繁华的汴京,嗨玩乐园;6885条点评
天台山景区;天台;5A;6.8;天台必打卡景点榜 No.1;中华十大名山之一,避暑纳凉;1225条点评
杭州citywalk;杭州·浙江;#;6.8;#;#;#
杭州 · 王心凌 SUGAR HIGH 2.0 世界巡回演唱会 - 杭州站;杭州 · 奥体博览城/钱江世纪城;#;6.8;#;演唱会;#
台州府城文化旅游区;临海 · 紫阳街/台州府城;5A;6.8;台州亲子景点榜 No.3;古代海防和城防工程典范,遛娃宝藏地;3283条点评
杭州长乔极地海洋公园;杭州 · 杭州乐园/湘湖景区;4A;6.8;杭州必打卡景点榜 No.16;亲近了解可爱的海洋生物,遛娃宝藏地;1.4万条点评
安昌古镇;绍兴 · 安昌古镇商圈;4A;6.7;绍兴必打卡景点榜 No.6;在质朴古镇品尝安昌美食,遛娃宝藏地;1584条点评
良渚古城遗址公园;杭州 · 良渚文化村周边;#;6.7;杭州必打卡景点榜 No.17;欣赏良渚时期的珍贵文物,遛娃宝藏地;1511条点评
三潭印月;杭州 · 西湖风景区/灵隐度假区;#;6.7;#;登岛用全新视角赏西湖美景,岛屿漫步;2474条点评
瑶琳仙境;桐庐 · 瑶琳仙境/OMG心跳乐园;4A;6.7;桐庐玩水避暑榜 No.5;喀斯特溶洞景观,避暑纳凉;5480条点评
朱家尖大青山景区;舟山 · 南沙/大青山;#;6.7;#;登青山峰远眺连绵的山脉,海滨玩水;2836条点评
东极岛风景区;舟山 · 东极岛;#;6.7;舟山玩水避暑榜 No.3;电影《后会无期》取景地,海滨玩水;532条点评
舟山保利开元森泊度假乐园;舟山 · 南沙/大青山;#;6.7;舟山亲子景点榜 No.3;水乐园;1214条点评
中国渔村;象山 · 中国渔村/渔港古城/半边山;4A;6.7;宁波玩水避暑榜 No.1;渔文化民俗风情度假区,海滨玩水;3566条点评
诸葛八卦村;兰溪;4A;6.7;金华必打卡景点榜 No.3;诸葛亮后裔的聚居地,古镇古村;2421条点评
濮院时尚古镇;桐乡 · 濮院古镇/羊毛衫市场;#;6.6;2025中国100夜游景点;古镇古村;1604条点评
莫干山开元森泊度假乐园;德清 · 莫干山森泊乐园/奇幻谷/下渚湖;#;6.6;德清必打卡景点榜 No.2;亲子主题的一站式度假乐园,度假村;4464条点评
杭州动物园;杭州 · 西湖风景区/灵隐度假区;#;6.6;杭州亲子景点榜 No.10;观看精彩的动物杂技表演,亲近动物;5702条点评
台州府城墙;临海 · 紫阳街/台州府城;4A;6.6;#;集御敌、防洪功能于一体,遛娃宝藏地;917条点评
千岛湖东南湖区;淳安 · 千岛湖东南湖区;#;6.6;#;岛屿众多，花开四季,遛娃宝藏地;4518条点评
象山影视城;象山 · 象山影视城商圈;4A;6.6;宁波必打卡景点榜 No.5;《琅琊榜》拍摄地,嗨玩乐园;6373条点评
熊猫部落探险乐园;安吉 · 云上草原高山旅游度假区;#;6.5;湖州亲子景点榜 No.4;躺平式遛娃胜地,儿童乐园;791条点评
胡雪岩故居;杭州 · 火车城站杭州站/四季青;#;6.5;杭州亲子景点榜 No.11;晚清红顶巨商胡雪岩豪宅,历史建筑;2212条点评
天台山大瀑布;天台;4A;6.5;浙江天台山亲子景点榜 No.1;避暑纳凉;1017条点评
中南百草原;安吉 · 中南百草原/自然博物院;4A;6.5;安吉玩水避暑榜 No.6;亲近自然的度假胜地,亲近动物;6884条点评
东栅;桐乡 · 乌镇东栅;#;6.5;#;电视剧《似水年华》取景地,遛娃宝藏地;2838条点评
《印象普陀》演出;舟山 · 蜈蚣峙码头/普陀山机场;#;6.5;舟山必打卡景点榜 No.4;领悟佛学这里感受佛教文化,遛娃宝藏地;2559条点评
钱塘江;杭州 · 宋城/转塘/之江休闲度假区;#;6.5;杭州夜游必打卡景点榜 No.9;观钱塘大潮,自然山水;659条点评
清河坊街;杭州 · 西湖湖滨商圈;4A;6.5;杭州必打卡景点榜 No.19;漫步玲琅满目的古朴商业街,城市漫步;4473条点评
大陈岛;台州 · 大陈岛/台州列岛;4A;6.5;台州玩水避暑榜 No.2;欣赏美丽的海岛自然风光,海滨玩水;182条点评
洞头风景区;温州 · 洞头客运中心站;4A;6.5;温州必打卡景点榜 No.4;由168个岛屿组成,海滨玩水;280条点评
广州街香港街;东阳 · 横店;#;6.4;#;再现羊城旧貌和香江风韵,嗨玩乐园;7564条点评
龙之梦国际大马戏;长兴 · 湖州太湖/龙之梦乐园;#;6.4;湖州夜游必打卡景点榜 No.2;演出;2518条点评
根宫佛国文化旅游区;开化;5A;6.4;衢州亲子景点榜 No.1;精美的根雕艺术博览园,遛娃宝藏地;889条点评
杭州 · 伍佰 & China Blue ROCK STAR 2 巡回演唱会;杭州;#;6.4;#;演唱会;#
安吉竹博园;安吉 · 竹博园/灵峰山;4A;6.4;湖州亲子景点榜 No.6;赏竹子亲近大熊猫,避暑纳凉;2867条点评
云栖竹径;杭州 · 西湖风景区/灵隐度假区;#;6.3;#;电影《卧虎藏龙》的取景地,避暑纳凉;1176条点评
台州方特·狂野大陆;台州;#;6.3;台州必打卡景点榜 No.6;游乐场;3554条点评
舟山长乔海洋公园;舟山 · 蜈蚣峙码头/普陀山机场;#;6.3;舟山亲子景点榜 No.4;动物园&水族馆;601条点评
灵岩景区;乐清 · 雁荡商圈;#;6.3;温州亲子景点榜 No.2;避暑纳凉;1052条点评
安吉天目山漂流;安吉 · 龙王山漂流/浙北大峡谷;#;6.3;2025中国50玩水避暑景点;清凉漂流;1185条点评
普陀山佛顶山索道;舟山 · 普陀山/普济寺/南海观音;#;6.3;#;乘索道观光，饱览山中美景,缆车索道;249条点评
杭州赏梅花;杭州·浙江;#;6.3;#;梅花品种繁多;#
江心屿;温州;4A;6.3;温州必打卡景点榜 No.5;中国四大名屿之一,海滨玩水;2816条点评
丽水古街;永嘉;#;6.3;温州夜游必打卡景点榜 No.2;城市漫步;396条点评
新昌大佛寺景区;新昌 · 大佛寺/海洋城/客运中心;4A;6.3;绍兴必打卡景点榜 No.7;金碧辉煌的弥勒塑像,遛娃宝藏地;3316条点评
灵峰景区;乐清 · 雁荡商圈;#;6.3;温州亲子景点榜 No.3;赏奇峰异洞看灵峰夜景,避暑纳凉;881条点评
老外滩;宁波 · 老外滩/万象城;4A;6.3;宁波必打卡景点榜 No.6;边泡酒吧边看漂亮欧式建筑,遛娃宝藏地;2658条点评
灵栖洞;建德;4A;6.3;建德玩水避暑榜 No.1;83版《西游记》取景地,避暑纳凉;990条点评
云上草原国际山地旅游度假区;安吉 · 云上草原高山旅游度假区;#;6.2;#;夜游观景;467条点评
东沙;舟山 · 南沙/大青山;#;6.2;舟山亲子景点榜 No.5;看日出的好地方,海滨玩水;945条点评
南麂列岛;平阳;4A;6.3;平阳玩水避暑榜 No.1;由众多岛屿组成，风景秀丽,海滨玩水;204条点评
梦幻谷景区;东阳 · 横店;#;6.2;横店影视城玩水避暑榜 No.1;惊险震撼的大型夜间乐园,遛娃宝藏地;6527条点评
安吉漂流;安吉·湖州;#;6.2;安吉特色体验榜 No.1;亲近大自然的理想场地;1条点评
安吉深溪峡谷漂流;安吉 · 龙王山漂流/浙北大峡谷;#;6.1;安吉近期热门景点榜 No.9;惊险刺激的仙境峡谷漂流,清凉漂流;705条点评
西栅夜游;桐乡 · 乌镇西栅景区内/乌村;#;6.2;乌镇亲子景点榜 No.1;乘摇橹船徜徉水乡,夜游观景;1870条点评
牛头山国家森林公园;武义;4A;6.2;武义玩水避暑榜 No.1;神奇的道教名山,清凉漂流;1178条点评
龙井峡漂流;杭州 · 浙西大峡谷度假区;#;6.2;杭州玩水避暑榜 No.7;刺激的高山悬崖漂流,清凉漂流;1659条点评
宁波 · 刘宇2025宇宙诗人巡回演唱会·宁波站;宁波 · 奥体中心/江北万达;#;6.3;#;演唱会;#
大龙湫景区;乐清 · 雁荡商圈;#;6.2;#;看瀑布一泻千里的壮阔气势,避暑纳凉;1335条点评
雪窦山;宁波 · 溪口景区/雪窦寺;#;6.2;宁波亲子景点榜 No.4;赏溪流飞瀑参弥勒大佛,避暑纳凉;3449条点评
大慈岩风景区;建德 · 大慈岩/新叶古村;4A;6.2;杭州亲子景点榜 No.12;行走半山腰的悬空栈道,历史建筑;2147条点评
杭州植物园;杭州 · 西湖风景区/灵隐度假区;#;6.2;杭州亲子景点榜 No.13;踏青好去处,遛娃宝藏地;1207条点评
杭州烂苹果乐园;杭州 · 杭州乐园/湘湖景区;#;6.2;杭州亲子景点榜 No.14;适合小朋友的高科技游乐场,遛娃宝藏地;1.1万条点评
雁荡山飞拉达景区;乐清 · 雁荡商圈;#;6.2;#;岩峰如冠，攀登者的天堂,遛娃宝藏地;81条点评
浙北大峡谷;安吉 · 龙王山漂流/浙北大峡谷;4A;6.1;安吉玩水避暑榜 No.5;赏山峦竹海和奇特地貌,避暑纳凉;1991条点评
浙北峡谷漂流;安吉 · 龙王山漂流/浙北大峡谷;#;6.1;#;乐趣漂流放飞自我,清凉漂流;930条点评
河阳古民居;缙云;4A;6.1;丽水必打卡景点榜 No.4;古镇古村;230条点评
小莲庄;湖州 · 南浔景区内;#;6.1;湖州亲子景点榜 No.7;感受旧时大户人家的威严,遛娃宝藏地;802条点评
杭州乐园;杭州 · 杭州乐园/湘湖景区;4A;6.1;#;惊险刺激的大型主题公园,遛娃宝藏地;7414条点评
杭州赏枫叶;杭州·浙江;#;6.1;#;#;#
宁波方特东方神画;慈溪 · 杭州湾方特度假区;4A;6.1;宁波亲子景点榜 No.6;东方韵味游乐园,遛娃宝藏地;7115条点评
石浦渔港古城;象山 · 中国渔村/渔港古城/半边山;4A;6.1;象山玩水避暑榜 No.3;拥有百年历史的渔港古城,遛娃宝藏地;1651条点评
小箬村;温岭 · 温岭石塘半岛景区;#;6.1;#;房屋错落有致，色彩斑斓,夜游观景;123条点评
龙之梦动物世界;长兴 · 湖州太湖/龙之梦乐园;#;6.1;太湖龙之梦度假区亲子景点榜 No.1;分人行和车行两个观览区,亲近动物;2286条点评
龙之梦嬉水世界;长兴 · 湖州太湖/龙之梦乐园;#;6.1;太湖龙之梦度假区玩水避暑榜 No.1;全季节的特色水乐园,遛娃宝藏地;1469条点评
武林夜市;杭州 · 西湖湖滨商圈;#;6.1;杭州夜游必打卡景点榜 No.4;以售卖各种小吃而闻名,城市漫步;219条点评
明清宫苑景区;东阳 · 横店;#;6.1;#;《甄嬛传》拍摄地,嗨玩乐园;6502条点评
东钱湖;宁波 · 东钱湖/横溪度假区;4A;6.1;宁波玩水避暑榜 No.5;沿湖骑单车看水上观音,避暑纳凉;1902条点评
绍兴乌篷船观光;绍兴 · 鲁迅故里度假区/仓桥直街;#;6.0;绍兴必打卡景点榜 No.8;遛娃宝藏地;467条点评
大明山景区;杭州 · 大明山/十门峡度假区;4A;6.0;杭州玩水避暑榜 No.15;探万米岩洞走悬空栈道,避暑纳凉;4647条点评
吴山天风;杭州 · 西湖湖滨商圈;#;6.0;#;登城隍阁杭城景色尽收眼底,登高爬山;317条点评
城隍阁景区;杭州 · 西湖湖滨商圈;#;6.0;杭州亲子景点榜 No.15;登上吴山顶举头望明月,历史建筑;683条点评
安吉奇幻嘉乐比乐园;安吉 · 竹博园/灵峰山;4A;6.0;湖州亲子景点榜 No.9;田园嘉乐比 开心乐无比,嗨玩乐园;1908条点评
断桥残雪;杭州 · 西湖风景区/灵隐度假区;#;6.0;#;许仙和白娘子断桥相会之地,城市漫步;1253条点评
东湖（台州府城）;临海 · 紫阳街/台州府城;#;6.0;#;三面青山环抱，溪涧潺潺,避暑纳凉;620条点评
观潮胜地公园;海宁 · 盐官旅游度假区/观潮胜地公园;#;6.0;海宁玩水避暑榜 No.1;观赏钱塘江大潮的优越位置,遛娃宝藏地;588条点评
洛迦山;舟山;#;6.0;舟山亲子景点榜 No.6;被冠以"海上卧佛"的美称,登高爬山;250条点评
永嘉书院;永嘉;#;6.0;温州亲子景点榜 No.5;具有本土特色的耕读小院,避暑纳凉;1128条点评
五泄风景区;诸暨 · 五泄度假区;4A;6.0;绍兴玩水避暑榜 No.1;看气势磅礴的五折瀑布,避暑纳凉;4720条点评
宁波野生动物园;宁波 · 东钱湖/横溪度假区;4A;6.0;宁波必打卡景点榜 No.9;可爱有趣的动物世界,亲近动物;4013条点评
杭州X秀;杭州 · 运河商务区/新天地;#;6.0;杭州亲子景点榜 No.16;一生要看两次的表演,遛娃宝藏地;938条点评
中国大竹海;安吉 · 余村两山/大竹海;#;6.0;安吉近期热门景点榜 No.4;看满山竹海郁郁葱葱,避暑纳凉;3783条点评
杭州 · 2025杭州草莓音乐节;杭州;#;6.0;#;音乐节;#
熊猫猪猪两头乌国际牧场;金华;#;5.9;金华必打卡景点榜 No.5;避暑纳凉;597条点评
龙井村;杭州 · 西湖风景区/灵隐度假区;#;5.9;#;“茶乡第一村”,避暑纳凉;188条点评
药王山;衢州;4A;5.9;衢州玩水避暑榜 No.1;被称为浙西绿肺,避暑纳凉;1698条点评
方洞景区;乐清 · 雁荡商圈;#;5.9;温州亲子景点榜 No.6;走方洞栈道观天然奇景,自然山水;558条点评
歌斐颂巧克力小镇;嘉善;4A;5.9;嘉善必打卡景点榜 No.2;在异域风情中制作巧克力,遛娃宝藏地;1831条点评
虎跑公园;杭州 · 西湖风景区/灵隐度假区;#;5.9;#;济公圆寂地,避暑纳凉;1754条点评
天脊龙门;衢州;4A;5.9;衢州玩水避暑榜 No.2;以龙为卖点的峡谷瀑布,登高爬山;1938条点评
蛟龙大峡谷;缙云;#;5.9;缙云玩水避暑榜 No.1;避暑纳凉;95条点评
杨家堂村;松阳 · 杨家堂村/酉田村;#;5.9;丽水必打卡景点榜 No.6;访文化古村，赏清代建筑,古镇古村;96条点评
将军关探险漂流;安吉 · 龙王山漂流/浙北大峡谷;#;5.9;湖州必打卡景点榜 No.13;全程落差约130米,清凉漂流;1202条点评
严子陵钓台;桐庐 · 严子陵钓台度假区;4A;5.9;#;乘船游览富春江,避暑纳凉;2681条点评
仓桥直街;绍兴 · 鲁迅故里度假区/仓桥直街;#;5.9;绍兴必打卡景点榜 No.10;逛逛充满生活气息的老街,城市漫步;519条点评
梅峰岛;淳安 · 千岛湖中心湖区;#;5.9;#;梅峰揽胜,避暑纳凉;750条点评
南湖景区;嘉兴 · 南湖景区商圈;5A;#;嘉兴必打卡景点榜 No.5;避暑纳凉;#
鼎湖峰;缙云 · 仙都景区;#;5.8;仙都景区亲子景点榜 No.1;传轩辕黄帝曾在此炼丹,登高爬山;485条点评
钱塘江游船(滨江码头);杭州 · 滨江地区;#;5.8;#;夜游观景;171条点评
绍兴 · 王铮亮On The Road to ...巡回演唱会-绍兴站;绍兴 · 奥体中心/镜湖度假区;#;5.9;#;演唱会;#
杭州开元森泊度假乐园;杭州 · 杭州乐园/湘湖景区;#;5.8;杭州亲子景点榜 No.17;住宿餐饮游乐度假区,度假村;3986条点评
千岛湖沪马探险乐园;淳安 · 千岛湖中心湖区;#;5.8;千岛湖亲子景点榜 No.3;极具体验性的网红项目,游乐场;218条点评
书圣故里;绍兴 · 鲁迅故里度假区/仓桥直街;#;5.8;绍兴必打卡景点榜 No.11;水墨画似的明清老街区,城市漫步;310条点评
梦外滩度假区;东阳 · 横店;#;5.8;#;再现老上海十里洋行风情,嗨玩乐园;1136条点评
慈城古县城;宁波 · 慈城古县城;4A;5.8;宁波必打卡景点榜 No.10;拥有大量明清古建筑,遛娃宝藏地;1132条点评
杭州佛教文化体验;杭州·浙江;#;5.6;杭州特色体验榜 No.4;深入了解佛教文化;#
方特旅游度假区;慈溪 · 杭州湾方特度假区;#;5.8;宁波必打卡景点榜 No.11;夜游观景;16条点评
国清景区;天台;#;5.8;#;到隋代古刹品味隋唐遗韵,历史建筑;645条点评
乌石塘;舟山 · 观音法界/乌石塘;#;5.8;#;以鹅卵石闻名,海滨玩水;611条点评
杭州 · Katy Perry《The Lifetimes》巡演;杭州 · 奥体博览城/钱江世纪城;#;5.8;#;演唱会;#
杭州赏桂花;杭州·浙江;#;5.8;#;桂花品种丰富;#
黄山尖;淳安 · 千岛湖东南湖区;#;5.8;#;主峰海拔266米,遛娃宝藏地;336条点评
良渚博物院;杭州 · 良渚文化村周边;4A;5.8;杭州亲子景点榜 No.19;赏精美玉器，体验良渚文化,展馆展览;285条点评
南宋御街;杭州 · 西湖湖滨商圈;#;5.8;杭州亲子景点榜 No.20;逛古朴商业街本地特色店铺,城市漫步;876条点评
三味书屋;绍兴 · 鲁迅故里度假区/仓桥直街;#;5.8;绍兴必打卡景点榜 No.12;参观鲁迅儿时念书的私塾,遛娃宝藏地;469条点评
仙霞关;江山;4A;5.8;江山亲子景点榜 No.1;关雄峡险、虎踞龙盘,避暑纳凉;181条点评
枸杞岛;嵊泗 · 嵊山枸杞景区;#;5.8;嵊泗玩水避暑榜 No.2;登山观海景感受鱼乡风情,海滨玩水;772条点评
嵊泗列岛风景名胜区;嵊泗 · 嵊泗本岛/黄龙岛;4A;5.8;#;景区内怪石横生,海滨玩水;77条点评
月湖公园;宁波 · 天一广场/鼓楼;5A;5.8;宁波必打卡景点榜 No.12;漫步城市绿肺参观复古老宅,遛娃宝藏地;755条点评
六和塔;杭州 · 西湖风景区/灵隐度假区;#;5.8;西湖亲子景点榜 No.6;登塔眺望钱塘江,历史建筑;2266条点评
会稽山兜率天景区;绍兴;4A;5.7;绍兴必打卡景点榜 No.13;历史建筑;1832条点评
太湖古镇;长兴 · 湖州太湖/龙之梦乐园;#;5.7;浙江夜游必打卡景点榜 No.18;夜游观景;754条点评
宁波博物院;宁波 · 罗蒙环球乐园/南部商务区;4A;5.7;宁波必打卡景点榜 No.13;建筑造型前卫的博物馆,博物馆;618条点评
石桅岩;永嘉;#;5.7;温州亲子景点榜 No.7;看船桅状孤峰登玻璃观光台,避暑纳凉;1281条点评
龙王山峡谷漂流;安吉 · 龙王山漂流/浙北大峡谷;#;5.7;安吉玩水避暑榜 No.3;穿梭在绿水青山之间,清凉漂流;2907条点评
苏堤;杭州 · 西湖风景区/灵隐度假区;#;5.7;#;漫步西子湖畔赏沿途风光,历史建筑;1477条点评
宁波海洋世界;宁波 · 宁波会展中心/东部新城;4A;5.7;宁波必打卡景点榜 No.14;三种海底观光隧道组合,亲近动物;3328条点评
